"id","wallet","nameId","name","isPremium"
22745,"0x9014C0Aa041d637ed64d022BF237112a6B550532","114515476695409356189717423456131031643467866693391496618585638974771193154958","__iraes",False
9840,"0xf79c84e60813879c1b1d3F5B4eb41b67509Ee92c","12719499764336287316134928842694916752720024204149238872932153864759468157022","_AyR-ASDf",False
473354,"0xD125A6Fc50Ac0723b54dDd4b58DA4a8D2D4efB48","13499529663256693687446913437185521358079315406659328537364796826348999268941","_ggggggggggggggggggg",False
17869,"0x63F97D0D303bE0bb636BEdA67E2Ba376920E9a29","96160795442132824782450970906512583782651723143987908785145050878311271451429","_Jih0z_",False
488886,"0x17b1fe9F32fF7Cad09777066879FbdB08e545527","8217489850610548675221694218373735470413338373101197345558367445173342673802","_mixtup",False
8277,"0x4A9dB0637f2B0Becf984Ef1A810f8f483fcBd030","873106049231467177451649235789090324800437777414301315060326847610141358638","_nunoferreira",False
482650,"0xcFCeFDBcc4e35AdEf28503Ac2ba711E81193F004","111764412962893169233356543777345558124235837752946444488379891810941707929773","_preto_",False
20026,"0xCFe1Bd70Ae72B9c7BC319f94c512D8f96FCcb4C8","3064791920378272728385704464752739726769322201651983872687181039954504570963","-CastMaster-",False
46970,"0x59304234A5027Ab66651969a200Cb09c63F5733d","50829243282296236021170954202603745824682356474004088657460438717543003347268","-ludanf",False
648786,"0x45e596204cCD617081566F786E1678D39eC38efe","23697569126175126342314112347160672137968681551795650701976344158394061469641","-puffpuffpass",False
23617,"0x643aC322ADb76DfB617846AD552AC057240ff22c","102043014387893240326029602929613846676515709660159253534587923684188093655926","-sonic-",False
461833,"0xe82dcdEA2c33256A451371fcAcD2E89e492E81ca","107026340338341494314135683877732112677295753228037947809536373147318842866875",",kj7jkjkuuikk76",False
654654,"0x59075c173091bc5A5024c9D5de5DA21516Fc6141","75824560338012253582616521126089371425320141381811369747554757879587512928505","..+.+++",False
17198,"0xf232b14c9660Fb62DBAFed068010d772110E9Ab0","24743326784627051976969672158477564879959807623841410534252939042392488999565",".Buuter",False
306703,"0x06e9f7674a2cC609adA8dc6777f07385A238006a","72262634710693079844900850831086453918167529557987523790136261962585679115751","(Sanya)",False
14145,"0xBf9A6f34bd1118ffBab9b423184ff566dd20470a","90868506291832504814858342778671765923838294500986843919007874850766463081788","@7sabuK",False
14284,"0xDB80D7974f65d74cA20244a7467d28D0028788ef","64760547689062213901839342596578890695618208830646979571557091658918771088861","@abitatang",False
94366,"0x1E922DB639CA197014cbd9a815F3D706Bf962eAb","115123017259703532083771468433053472173273057439001604253525250619976289398223","@djintl505",False
39847,"0x03f50Fd3a6703BFfc1FB1880b1bd9e29853cB7D2","95762994826616236551793944088260799505970652569523220630249032845616033629780","@femibantale",False
591614,"0x4A35b35671f43236eb584BF74D2230776145173C","49682178727094487173798357305957397241415001342466565352611917927329425905122","@hifgta",False
3597,"0x1e6d98A8c2e119961972Ea83DaE41151dD2783A0","5421342799293068422358407878504726797251575518159904337167417638490626670803","@hpculy",False
14371,"0x54fBFfc0AE16a932d0180E21A490F82F66BB9b50","51489434236077284948341665784816439744162891963790064681043252811455710376506","@Leader",False
10938,"0x55144A8428F5E99f98119B5a8AeA22764415773A","92353189748435273669109100379206363706611061126014456202561261387876844413801","@xkentzyy",False
22395,"0xe1f45d368FC0f28B00f9b2De1a8B601abae189d0","77351175425473368705726493389420803143537355509302094911436844609410527531980","+100500",False
511475,"0x3FE29F0E0EC1E40AEf6Feb0cEd93816622CF47aC","89410049644134901690631410223570266693171177984700287569526075852649067999422","+TANOS+",False
631815,"0x12619734cbb455666148Dd353A33fe9716cd0fa5","101962750910031863451157790249552998620087236105207798170921821908681109078414","=SHARM=",False
5654,"0x3370cf3ba9927C3bbF3BD1794c71f5dA280ad2E3","56610977420774911156569099088364501583173445062002743053759070352557092850615","$Husld$",False
3195,"0x877bfd84480d236Ff4209050eEE02CFbcc0BCC27","296458753822578189571305236880549855118620570328432924448260556395534775415","0.xx000",False
3206,"0x72F4EC919e2b3026aE346Cf040b93B88fbB0D377","19705791064898787220009143644082966310219189976062313556782490261695913143573","0.xx0000",False
3199,"0xD03aC7736dc5115E983ADfe49a10547731914cC6","34453403095756030512597710456180569427377558856443755532255271288353538891237","0.xx888",False
35005,"0xE477b69D776013f22E2AE0332219500C590595E5","63388570608980950111793776361177397329797967850004194911092522440396937721369","0000001",False
34999,"0xeC44aFA18eB068ADF54668EcF7211Ccb09f7Fb6D","88280883330884136396742854024017832122420314038894392584878519456178432545243","0000002",False
34992,"0xd6c3aaD4BE325Ef539Dec62bdAE6d34788ff4F74","26885603989555363885402515690983890813651992913950703368003397152031738352613","0000003",False
35002,"0x845972737158B54c92968d92bd293D82FF0721E0","61414263667564306370013101795693540249268286031902755916685592787086013467369","0000005",False
45092,"0x81B5162069901De9a2af53DCB4ff946b2C967636","25367067424712588627783075352895100990209680668117245690083408608968712578971","00011rr",False
158940,"0xF6A03511b853456eddfBe248603248479D4f7955","60234459900762678103152536900498810379123966474575917810120523226907241488250","00077rm",False
13932,"0x57216b74a0934FcAC871289bAb431c88687D8f05","39478275706300935396133127345424842394945597380366358432827384701226721550148","000888000",False
76952,"0xC34C892Ca5699f611615fD031B15A8c24783e3BA","48886658573381050066207092751926711215187943256790257760147585516000943108111","0013pro",False
79174,"0x3372aD6E5C2bce4a498A901bab2ae4eADe651CF7","25452751174185860314979897005566013041769540761813466821662820592155378143289","0017eee",False
487068,"0x51ed031C82c1E28df277813e31629A53627E69bD","37192292463659865172621469422815279960332254135982121382215186911881922194047","004uaol",False
132722,"0xa47A4a684570aEc21CCea01940f3cc76Fb67ebA8","56229605239355131229364735297268301534386992321559385014880549714291145252878","0059ruzz",False
568312,"0x857A5D39462d048049BF31e427f12eE18fd0e20d","2850879880480021670025946927604325826633075907027134220323802409596431567796","00ADRENO00F23",False
31430,"0xf30ff9FCd1DCA6a9c3f171Aa6aD291b64d0388ea","77160875040281334933108372446285858769594813903980137941767313500121033003489","01alf84",False
17620,"0xDD9d27D919c651D95Eb460f6162a9421E3850303","98305872296060297351318735444330183404183551236304139771449294934492176721348","01H02M03S",False
489803,"0x97d8E726BCbeD308Ad90e35c5E92d3244c4FFf45","36375070733753987710676292858837301027343236458040185349167719211903252206405","01Manopla",False
63005,"0xFD9346bB6be8088a16632BE05c21536e697Cd514","64745205213484596801400051376082448372191118323903979793172625585768784567422","020ruzz",False
79127,"0x8D10496196f66073d8c722393341243b7Ff475a3","47881369021761949344039635093559223916662057033432249509956746459995504907816","024rrrr",False
17623,"0x07F3a5Ff66BFceB2636C4e8762d0C6721F58e97D","30123171458998502669906558031567306237654784898109901032683190919130396293168","02H03M04S",False
17625,"0x0cfcf2F4EAd43B0C77918B3EBFDA1834C5a02bfB","72971132102536528572504689391682142046706491543348512832066975420771204654499","03H04M05S",False
17634,"0x00643439a84be2079709Ee87Ba6D1f671431959b","10746605308255033489834698396507194506259042478126016658008843394005849696690","04H05M06S",False
17640,"0xb8a712C02E1b41052cCDf73f87806699c3EA13F9","38753045226903799234317373869616400952662199819529249709412249196143942463874","05H06M07S",False
17641,"0x256Fe90951b8683A735D8F5fed5337d208D6f180","19151477431908641134596537662497892786299681052333527481803546142973590012338","06H07M08S",False
17647,"0x273f27770Fec077B3CE6BC0ffe68BB1aA6A78e91","10306701531213977570789101644266800512780431979893154082484718052102414341597","07H08M09S",False
16234,"0xaf02a613cF7f36Cec237E86e35F1b00A91c206AF","43237211919729881217115137333604542335345899754462210483476405265688250350914","08022542",False
18215,"0x37c7680Bd6474f73D5f1935aa4B98C5841E5Cf2d","33542954585571861351702439941638368312169422894232041693284276713758006546548","08101991",False
17654,"0x4dd788c00E9D1a6aBa5Aa3F7c8D427266D1801A7","40076021204874323554326207651447884114368387485989726393376864605998283928014","08H09M10S",False
17675,"0xEd406b294233cF4B4f2490Ca467fe1259fb187d0","90484838553398951468980936628707243435997324605623260186745114017380569540142","09H10M11S",False
26572,"0x014D7A83030aFdEfE79339c20a8d1b882194fe85","73081367605371188563864564552567789778300805795868004793233817114677974370933","0ddduck",False
558654,"0xDAeFc6215e3EF73eF11B4cC3FC4e3bf75e48f17c","12611619860483856977322452072545650386070238000532466679131750088596962496179","0g0rge0g0",False
553779,"0xa119f695dffA1f87b0E897BEEdd148F56Cb77992","102448144765970033860384465462101743226227681676285507740427521748972897178134","0gmagic",False
568583,"0x2F2F665974261C4129b1DC6c359BD259CD66f78A","91049172414289575545537884556638774519813877053613663241407352617957251515349","0htjitBC",False
437048,"0xBd2241720848c6BfFA8102EB88B05C077A2640ca","110374590425428837570172051836781823981533002807853943221519031995138717379634","0impact",False
521951,"0x6389E125e73910a228898c0e1068a13602F1dC24","76697379529331967020496938699368251223517630046491978295929259148446623596165","0k0l0m0n0",False
21517,"0xD480A4cf125b049Da95d7636E9ca6574FE3DA3e6","76462514080171078394383127476168324535106543916675928701479860491436096232047","0letsgovamos",False
521055,"0xEBaDC39dEe2eDe08113705584e8D2aeBA56aDF6D","19712995211327851584846123204696217935451085565076515841060987454708904349254","0software0",False
596743,"0x1aD49d0ce3fC5c225Aaa0E75a9A0EE17b5099A01","96149846416162008324121666885307660525468743547207120969457609287455094540232","0stepn0",False
36507,"0x173BAef3b5502a78b81Ef8928eCdc3403e2e76c4","15464327700545048815768635698032201708534436734102296431475472068330080751156","0x_alzur",False
22949,"0x14F7F67428395c088340AC3f58196Ff663199dd0","36100581728616759196437284923258025920118987231370400593684281831771445960441","0x_IoM_",False
684239,"0x455A3e20c2C204D22a519E92EA197de3Fc1a9Df6","34470679401400891387112246117695517984700777093930647490946549653643192445789","0x_Shihan",False
23994,"0x4899c161BF167bd234e55CEF0810e38386E546BA","93198595278501336770760899706378789826177136127484677870889645419578329536853","0x_shuri",False
37836,"0xCFB67DeBD26652Ed20Eebe182B69D5E9c95692BD","54150054000164941675390259045115203326037893245501150849182749919201908758544","0x0",True
20912,"0xC465F5312C44860103492D7bCA85B5b391d443b1","87112542465495070540322188640304319917609985290518026937544647338445822034880","0x0000000001",False
593695,"0xefE139ecEe9b787ae4329814058003E81a3a40c1","37293726210195992750271993055471879365588411679462276603490864469640300176778","0x00001",False
22308,"0x2765fA10950c1Fe08693F2337AAd274AAaa9092D","39655391989476396441842462814576974142224327650742129943634161888571769158786","0x00arko",False
22332,"0x9C9650408239f3c59Ed37de676C353C0D1999999","38168931548798599354727276844793170214894678395857852032894428649313472968942","0x123456",False
691375,"0x9479C6BC5a31D2E1Cf8Caf82a39f322371adE964","51297960553469536839396042948375499353991269379594102707473424613705847732139","0x404error",False
22465,"0x5033fFaEb9F8B156f3549dD14C3D6854ED43d3a3","17773738811252604272339515809404511835950995111062260327765260714192313581149","0x503345",False
314779,"0x50d5C3deB657E2FE1b70574c697655Ff99b72CDb","51842789140407559502060781145149896948382194954582676131931230508054469810473","0x50d5...b72CDb",True
553410,"0x5115e5494E230fAb622D8A57B6406B3846cE5604","106356403034262265478671508344994921707613673979658109693001228676991557852602","0x5115e5494",False
22312,"0x719F28F3aA5fBEbf8308C5AC9bC81F5e99979873","57654404426583433741075646142011612589896310417297684088157919003451716706871","0x513523",False
70803,"0xE6C8126C69B5f9D8A295b155C5D95dEd20255Fa4","59491190937334477047090511646242667820054460797566375923158459759524961224399","0x55Fa4",False
429981,"0x5d256eA6C44738e51287d0bd0E4FDf6CFc8D5a1C","69341045409458505887173390406524069764810779929340370943433261924561513334294","0x5d256eA",False
33588,"0x4fFb308752D2aC3d5930068e2a81b82baB5E558a","94000570120707946956286344111665937606001674390342329597450777745539536305714","0x5e558a",False
550132,"0x6CD8401984a8dD15382dcbB44d87DD249472FD8b","86127571164038774367764354334977237737735372932445559716533502523923126642638","0x5pacewalk3r",False
21137,"0x39B946e35b3DC215455cc95b446eDd8368928d10","102775786861468688515181004254527738688486944260967676408423969817325865529011","0x696969",False
33540,"0x5247719D4155257F57A28C90Ba8470598f398eDc","4221070034613142368671625349690069182485587183649230265180153402368478752188","0x77777",False
688197,"0x49139daaDf6c621281D77e0390A9F7f0C51F4c54","8862987901744344982664656719954356139827219389550355914205724458565710711224","0x7kiii",False
642972,"0xBDf97D0D7cE68F4E2C31Db2D9bc77d9f950363Ec","8345507264713008162424752257397338071118527452089954294338817233826982486883","0x888888",False
47324,"0x9E1A3d830B0A0fa65c1Ea159Fd200D0f91f0549e","81920249862575163717800800503792062686042130762952333359183974152562715917154","0x9E1A3d830B0",False
108121,"0xe7b4C1780d66cF71A0aaa7701c8B2c3801a4236b","30498322719150348224440144525601287819717210185046143011350149543986624388613","0xa4236b",False
39152,"0x4ee8564Da1Cc3028D14aF94E9A87fA7376c1AdA3","44628113889613796472976057365328632086402450203397557274641845630910998072480","0xadromic",False
78610,"0xB778b827B7e14fa832c64C7C2Be32325490581da","51660296029094863513284130959294013639571162907685252281377419502775761166512","0xAgeyc",False
7179,"0x3398904bFeaB28bc5740Eb0b4dCc36f059823A55","20801659975720993693477714641847183570521516303420429111930839012645570546369","0xAjier7",False
231444,"0x1f8a3071163bce17D0fD6fcA677b500cF9fb21bB","56564281404668044602489898633553020587182183977932025164467988964925771228825","0xalbert",False
19164,"0x58bB8C65cE6AF884471A20FaE0F2E412f78d1244","104990705880960459392019777207598910394036963547886060815820582677524875305930","0xAlbertC",False
8456,"0x1f03Eb050397272cf97Ea6636ca6984b094F2009","12764787000212720416865253485354985350952355194580186424482423259013579493136","0xalexcripto",False
598592,"0x7FA9691991f17A9d1F9f21E3694144588816c450","71836389772346723785500191691944071625056352242369267056622393545622735151881","0xalp765432",False
90953,"0xD0B576fCF06BAaddb9b3AC154762F5c7Dd1B3028","104272961111838041014044340839301432668077330386465971135651313794860484747973","0xaltitudegomadkt",False
11995,"0xCFAF94b2C3c6284e9FF61e965C4A7BB1c6Fc1C9a","92578074232079500386738821483181091341012769736681315403009595651034610302397","0xapengs",False
372559,"0x1dE17B6c736bcd00895655a177535c2a33C6febA","97304402636801287085004938221585569725446766172360499338475035369581792362312","0xArhat",False
295043,"0x5eAaa1339E3580Ea0e235DB56C46bcbBdfd4fe6C","91496308039240427945881662927534944806181262359127250675137613247980045040871","0xarthurcurry",False
529180,"0x1B73fA63DDf1362C208eB222e4Cd3257f1d53CCC","24260374006516858883864708760834029563366678704083135788392152198087798633407","0xashraf",False
24150,"0xefF2BA99E8f5c07Cf5C37217B408D82beCa236dB","67289330724541738884637179959854502197252579481821789125912749330602753682208","0xbanxi",False
13349,"0x2B3d87E119F89C22169240e8CE02667b21758F1c","92390997168704614747314046839891716019831617022310679485699689501379448027117","0xbaron.pdf",False
12421,"0x2DD7504C6d9CD7C7Fa0f551123A6eCc0F7602665","49550278795264086846416687795707154522385180128742973523471119448353341800861","0xbeben",False
532808,"0x00DE84C72Aab4c4700C4EE7065c9dbD008939314","564607726558794388944067572299923475327918807345597245899889540636744444305","0xbeffy",False
22500,"0xe931674f83802d1D77a87A1CE5f8Becd6c4bDd7E","57253341749908591304580601138605433645318555352590365066144631548097995361773","0xbigmoney",False
231349,"0x20D5F9f0F97Dbc18f0aE8ae09f0d9430FF6f975d","67741004120923263052318898753787486870142026141248669398312193575100137415018","0xbitcoin",False
2063,"0x545C83E60Bdc60CbC6357C33d817b4bA6FF832a9","8581456989176944402134973794304183398516282725991598345064426502000322397638","0xbitcoinislife",False
20678,"0x84dDD78C4b22878e014C8ab4d383FcB56E6E3869","18818833388028048560254180798231434669070198432634030689101805646974019067818","0xbk201",False
17748,"0x5c37B9c14496df62Ed4fF771c5804820818F43Fe","54659876270756763245317064542921995062340527230647297242496598410647841020325","0xboonheng",False
302661,"0x470edbF9B3C7546CE441B91c694A1A9390291867","17077986461262305211260343121500826076146283437928635288235353659757458571745","0xbrucebanner",False
7905,"0xd51967D294e37f169080402064fa6A453Ee50a62","98100129644052829100491347662249148953868344851514411747652620572702068102244","0xbzbee",False
304380,"0x1B921FfF55439b6891aE3EBEB0199189a3CC6496","15609510510468010145852883676456708457840763255324560674771774868720779359225","0xCa11ab1e",True
